claim_id,policyholder_id,policy_type,claim_type,region,channel,claim_date,report_date,report_lag_days,claim_amount,num_prior_claims,witnesses,police_report_filed,claim_status,is_fraud
CLM503861,PH101203,Auto,Windscreen,South East,Online,2023-12-06,2023-12-29,23,6606.7,7,0,True,Approved,0
CLM503862,PH101167,Home,Accidental Damage,South East,Online,2024-01-29,2024-02-10,12,5424.12,2,1,True,Approved,0
CLM503863,PH100010,Travel,Medical,Scotland,Branch,2024-03-28,2024-04-08,11,1230.3,5,1,False,Approved,0
CLM503864,PH101267,Commercial,Property Damage,Northern Ireland,Call Center,2023-08-13,2023-08-24,11,26090.89,7,1,False,Approved,0
CLM503865,PH100210,Auto,Theft,Northern Ireland,Online,2024-02-01,2024-02-03,2,12235.5,3,3,False,Under Review,1
CLM503866,PH101369,Life,Death Benefit,Midlands,Broker,2024-05-16,2024-05-26,10,69832.89,0,0,True,Under Review,0
CLM503867,PH100740,Travel,Delay,North West,Branch,2023-07-15,2023-07-31,16,2028.71,1,2,True,Approved,0
CLM503868,PH100828,Health,Hospitalisation,South West,Broker,2024-09-20,2024-10-19,29,1476.32,2,2,True,Under Review,0
CLM503869,PH100516,Home,Flood,South East,Online,2024-11-26,2024-12-06,10,4816.49,5,3,True,Approved,0
CLM503870,PH100030,Travel,Delay,North East,Branch,2023-02-18,2023-02-21,3,1688.24,0,3,True,Under Review,0
CLM503871,PH101122,Auto,Windscreen,Northern Ireland,Broker,2023-09-15,2023-09-29,14,9804.63,1,3,False,Approved,0
CLM503872,PH100316,Life,Critical Illness,South West,Branch,2024-02-18,2024-02-21,3,101200.75,0,1,True,Approved,0
CLM503873,PH101121,Commercial,Business Interruption,Northern Ireland,Call Center,2024-09-12,2024-10-06,24,29472.26,4,0,True,Approved,0
CLM503874,PH100601,Life,Critical Illness,South West,Broker,2024-10-10,2024-11-08,29,17213.59,0,1,False,Pending,0
CLM503875,PH100198,Commercial,Business Interruption,Northern Ireland,Call Center,2023-10-17,2023-10-28,11,42810.66,1,1,True,Approved,0
CLM503876,PH101080,Travel,Cancellation,Northern Ireland,Mobile App,2023-06-10,2023-07-08,28,544.32,4,3,False,Approved,0
CLM503877,PH101364,Home,Flood,Midlands,Online,2024-12-04,2024-12-10,6,482.92,0,3,False,Rejected,0
CLM503878,PH100160,Auto,Windscreen,South East,Mobile App,2023-10-15,2023-11-06,22,2327.45,7,3,False,Pending,0
CLM503879,PH101168,Auto,Theft,Midlands,Online,2024-02-06,2024-02-21,15,1899.59,1,1,True,Approved,0
CLM503880,PH100621,Home,Fire,North West,Online,2024-07-12,2024-08-04,23,5555.05,1,0,False,Approved,0
CLM503881,PH101363,Life,Death Benefit,Northern Ireland,Online,2023-06-22,2023-06-27,5,48404.78,2,2,True,Approved,0
CLM503882,PH100806,Travel,Lost Luggage,South East,Mobile App,2024-05-20,2024-06-12,23,1035.7,0,2,False,Approved,0
CLM503883,PH100989,Life,Critical Illness,Wales,Online,2023-02-01,2023-02-03,2,101093.14,5,3,True,Under Review,1
CLM503884,PH100378,Home,Flood,Yorkshire,Call Center,2024-11-16,2024-12-12,26,6055.82,4,2,True,Approved,0
CLM503885,PH100542,Auto,Collision,London,Mobile App,2023-07-02,2023-07-02,0,6693.31,4,1,True,Approved,0
CLM503886,PH100942,Life,Critical Illness,Northern Ireland,Online,2024-03-21,2024-04-05,15,54276.32,5,2,True,Approved,0
CLM503887,PH101074,Life,Critical Illness,Scotland,Branch,2023-03-13,2023-03-30,17,14400.3,7,0,True,Under Review,0
CLM503888,PH101330,Auto,Theft,South East,Branch,2023-04-25,2023-05-07,12,2108.14,0,3,False,Pending,0
CLM503889,PH100944,Auto,Third Party,South East,Branch,2023-12-29,2024-01-14,16,2066.89,4,3,True,Approved,0
CLM503890,PH100011,Home,Fire,Midlands,Mobile App,2024-11-24,2024-12-11,17,12430.03,6,1,False,Pending,0
CLM503891,PH100934,Auto,Collision,South East,Branch,2024-09-19,2024-10-13,24,6880.2,6,2,True,Approved,0
CLM503892,PH101480,Life,Death Benefit,Wales,Mobile App,2024-11-10,2024-12-02,22,27361.54,7,3,False,Under Review,0
CLM503893,PH101184,Home,Fire,London,Online,2023-06-11,2023-06-11,0,10154.78,6,2,True,Pending,0
CLM503894,PH101262,Life,Death Benefit,North West,Online,2023-08-16,2023-09-06,21,17691.91,1,0,True,Approved,0
CLM503895,PH100864,Health,Outpatient,South West,Branch,2024-08-28,2024-09-21,24,,4,1,False,Approved,0
CLM503896,PH100024,Life,Death Benefit,Scotland,Broker,2024-10-29,2024-11-27,29,71341.21,6,2,True,Approved,0
CLM503897,PH100982,Commercial,Business Interruption,South West,Branch,2024-01-07,2024-01-07,0,4050.42,3,1,False,Approved,0
CLM503898,PH101109,Commercial,Property Damage,Scotland,Online,2023-05-04,2023-05-05,1,19157.9,2,2,False,Rejected,1
CLM503899,PH100072,Life,Death Benefit,North West,Mobile App,2024-11-11,2024-12-07,26,79556.76,0,0,False,Rejected,0
CLM503900,PH100360,Auto,Collision,Northern Ireland,Branch,2024-05-03,2024-05-25,22,4181.99,5,2,False,Approved,0
CLM503901,PH100090,Commercial,Business Interruption,Scotland,Call Center,2023-10-27,2023-11-13,17,11717.43,6,0,False,Approved,0
CLM503902,PH100744,Home,Storm,North West,Mobile App,2023-03-08,2023-03-13,5,,1,2,False,Approved,0
CLM503903,PH100464,Travel,Delay,Scotland,Mobile App,2023-07-15,2023-07-21,6,2743.48,7,0,False,Approved,0
CLM503904,PH101437,Home,Accidental Damage,Northern Ireland,Branch,2024-10-10,2024-10-13,3,2722.37,2,1,True,Approved,0
CLM503905,PH101492,Health,Dental,South West,Branch,2024-10-09,2024-10-25,16,1691.77,5,2,True,Under Review,0
CLM503906,PH101435,Home,Burglary,Northern Ireland,Broker,2023-07-10,2023-08-04,25,2508.14,0,0,False,Under Review,0
CLM503907,PH100398,Home,Fire,London,Branch,2024-07-07,2024-07-08,1,16684.52,5,1,True,Under Review,0
CLM503908,PH101264,Travel,Cancellation,Midlands,Mobile App,2023-10-07,2023-10-15,8,65.47,6,1,True,Approved,0
CLM503909,PH100586,Travel,Lost Luggage,Wales,Call Center,2024-05-12,2024-06-09,28,704.14,3,1,False,Rejected,0
CLM503910,PH100677,Travel,Medical,North East,Broker,2024-04-14,2024-05-10,26,3793.99,1,3,True,Rejected,0
CLM503911,PH100458,Home,Accidental Damage,Yorkshire,Online,2024-11-15,2024-12-07,22,3353.32,5,0,True,Rejected,0
CLM503912,PH100060,Health,Hospitalisation,North West,Broker,2024-05-03,2024-05-08,5,1455.31,6,1,True,Approved,0
CLM503913,PH101341,Auto,Third Party,Wales,Online,2023-11-08,2023-11-22,14,7141.68,0,0,False,Approved,0
CLM503914,PH100112,Home,Fire,London,Mobile App,2024-09-30,2024-10-02,2,14918.06,5,0,True,Under Review,0
CLM503915,PH100658,Commercial,Liability,Scotland,Online,2024-05-09,2024-06-06,28,39393.17,6,0,True,Approved,0
CLM503916,PH100008,Auto,Fire,South West,Online,2023-10-12,2023-11-04,23,2260.16,3,1,False,Under Review,0
CLM503917,PH100912,Commercial,Liability,South East,Broker,2023-03-07,2023-03-17,10,10910.79,5,2,True,Rejected,0
CLM503918,PH100423,Home,Storm,Scotland,Mobile App,2023-06-11,2023-06-14,3,4002.28,6,2,True,Pending,0
CLM503919,PH100919,Travel,Cancellation,South West,Mobile App,2023-12-14,2023-12-21,7,454.41,0,0,False,Under Review,0
CLM503920,PH100834,Home,Storm,South East,Online,2024-08-28,2024-09-15,18,1649.59,4,1,True,Approved,0
CLM503921,PH100916,Commercial,Liability,London,Call Center,2024-02-05,2024-02-07,2,51083.21,7,1,True,Under Review,0
CLM503922,PH100385,Auto,Third Party,North West,Branch,2024-06-04,2024-06-10,6,3957.79,4,0,True,Approved,0
CLM503923,PH100825,Health,Outpatient,Northern Ireland,Call Center,2023-01-05,2023-01-19,14,7834.7,6,0,True,Rejected,0
CLM503924,PH100045,Auto,Windscreen,Yorkshire,Call Center,2023-01-23,2023-02-11,19,734.38,3,2,True,Rejected,0
CLM503925,PH100513,Health,Optical,South East,Branch,2024-11-24,2024-12-15,21,2821.69,6,1,True,Approved,0
CLM503926,PH100543,Travel,Lost Luggage,North East,Online,2023-11-01,2023-11-30,29,1327.88,0,0,False,Approved,0
CLM503927,PH101403,Health,Outpatient,Northern Ireland,Online,2023-11-06,2023-11-20,14,3654.01,4,3,False,Pending,0
CLM503928,PH100951,Life,Critical Illness,North West,Online,2024-10-25,2024-11-15,21,137265.19,2,2,True,Approved,0
CLM503929,PH100987,Auto,Third Party,London,Call Center,2023-12-13,2023-12-27,14,1615.53,6,2,True,Approved,0
CLM503930,PH100049,Travel,Cancellation,North East,Call Center,2023-12-22,2024-01-11,20,1816.79,7,1,False,Approved,0
CLM503931,PH101315,Commercial,Property Damage,North West,Call Center,2024-10-24,2024-11-21,28,8095.11,7,0,True,Approved,0
CLM503932,PH100293,Home,Fire,North West,Branch,2023-09-17,2023-10-12,25,11558.69,3,2,True,Rejected,0
CLM503933,PH100665,Auto,Windscreen,Wales,Call Center,2023-01-14,2023-02-07,24,6258.51,4,0,False,Under Review,0
CLM503934,PH101106,Travel,Medical,South East,Online,2024-12-08,2024-12-28,20,4888.54,0,2,True,Approved,0
CLM503935,PH100101,Life,Critical Illness,South East,Mobile App,2024-10-11,2024-11-03,23,39488.69,0,1,True,Approved,0
CLM503936,PH101228,Health,Hospitalisation,Scotland,Mobile App,2023-03-17,2023-03-24,7,3216.86,4,3,False,Approved,0
CLM503937,PH100882,Home,Accidental Damage,Midlands,Broker,2024-04-25,2024-04-29,4,4304.66,2,1,False,Approved,0
CLM503938,PH101248,Home,Storm,Northern Ireland,Branch,2023-07-31,2023-08-19,19,1714.82,0,2,True,Under Review,0
CLM503939,PH100523,Life,Death Benefit,South East,Branch,2024-03-16,2024-04-11,26,7645.52,7,3,False,Approved,0
CLM503940,PH101200,Auto,Collision,South West,Broker,2024-03-17,2024-04-09,23,4057.52,2,0,True,Pending,0
CLM503941,PH100981,Auto,Third Party,London,Mobile App,2024-08-04,2024-08-24,20,6325.47,3,0,True,Approved,0
CLM503942,PH101281,Travel,Cancellation,Yorkshire,Broker,2023-12-17,2023-12-28,11,967.39,1,3,True,Approved,0
CLM503943,PH101364,Health,Hospitalisation,Midlands,Broker,2024-01-03,2024-01-10,7,1873.92,2,2,False,Under Review,0
CLM503944,PH101050,Travel,Medical,Scotland,Mobile App,2024-05-28,2024-06-06,9,840.41,0,3,True,Pending,0
CLM503945,PH100361,Life,Critical Illness,North East,Online,2024-01-22,2024-01-26,4,30987.69,4,3,True,Rejected,0
CLM503946,PH100926,Home,Storm,Midlands,Online,2024-01-15,2024-02-12,28,2803.76,4,1,True,Pending,0
CLM503947,PH100603,Health,Hospitalisation,South West,Mobile App,2024-10-22,2024-10-22,0,1749.19,4,1,True,Approved,0
CLM503948,PH101213,Commercial,Property Damage,North East,Call Center,2023-09-07,2023-09-30,23,3735.76,6,2,True,Approved,0
CLM503949,PH100400,Commercial,Property Damage,Yorkshire,Call Center,2023-07-04,2023-07-28,24,6954.87,7,0,True,Pending,0
CLM503950,PH100132,Home,Flood,North East,Broker,2023-01-06,2023-01-19,13,9241.56,0,2,True,Approved,0
CLM503951,PH100550,Life,Death Benefit,Wales,Online,2023-01-08,2023-02-01,24,23182.66,7,2,False,Approved,0
CLM503952,PH100672,Travel,Delay,Midlands,Broker,2023-09-28,2023-10-19,21,179.69,0,1,False,Approved,0
CLM503953,PH101404,Health,Outpatient,North West,Call Center,2024-06-03,2024-06-16,13,4285.89,2,1,False,Approved,0
CLM503954,PH100683,Health,Optical,Midlands,Online,2023-10-07,2023-10-07,0,3576.39,4,0,False,Approved,0
CLM503955,PH100186,Health,Optical,North East,Online,2024-10-01,2024-10-19,18,3534.53,3,0,False,Approved,0
CLM503956,PH100690,Commercial,Business Interruption,Wales,Call Center,2023-06-23,2023-07-19,26,10729.21,0,0,False,Approved,0
CLM503957,PH101198,Auto,Windscreen,Northern Ireland,Branch,2024-09-01,2024-09-28,27,2362.64,6,0,True,Approved,0
CLM503958,PH101115,Commercial,Property Damage,Wales,Branch,2023-11-24,2023-11-25,1,27145.79,0,2,True,Approved,0
CLM503959,PH100892,Home,Fire,Wales,Online,2024-09-19,2024-10-10,21,4328.7,5,2,True,Approved,0
CLM503960,PH100977,Commercial,Business Interruption,Northern Ireland,Mobile App,2024-10-19,2024-10-21,2,3848.14,4,1,False,Approved,0
CLM503961,PH100817,Life,Critical Illness,Yorkshire,Online,2024-12-05,2025-01-01,27,94181.98,7,1,True,Pending,0
CLM503962,PH100386,Auto,Windscreen,North East,Online,2023-11-08,2023-11-09,1,7291.45,1,0,False,Under Review,1
CLM503963,PH100383,Travel,Cancellation,  NORTHERN IRELAND ,Online,2024-02-29,2024-03-19,19,3029.31,7,0,False,Approved,0
CLM503964,PH101358,Travel,Medical,South West,Mobile App,2023-04-16,2023-05-10,24,1777.54,4,0,False,Approved,0
CLM503965,PH100779,Commercial,Business Interruption,Wales,Online,2023-07-11,2023-07-11,0,105491.46,7,3,True,Under Review,1
CLM503966,PH101314,Auto,Windscreen,North East,Online,2024-02-27,2024-02-28,1,9036.64,0,0,False,Approved,1
CLM503967,PH101344,Commercial,Liability,Scotland,Mobile App,2024-07-13,2024-07-14,1,52606.6,4,0,False,Approved,0
CLM503968,PH100519,Health,Optical,Northern Ireland,Broker,2024-10-13,2024-10-18,5,2015.03,7,1,True,Approved,0
CLM503969,PH101315,Home,Flood,North West,Online,2024-01-08,2024-01-10,2,11849.87,4,3,False,Under Review,1
CLM503970,PH100738,Travel,Medical,South West,Branch,2023-10-14,2023-11-01,18,1282.04,1,2,True,Approved,0
CLM503971,PH100799,Travel,Cancellation,London,Mobile App,2023-01-05,2023-01-25,20,1089.28,7,2,False,Under Review,0
CLM503972,PH100028,Home,Accidental Damage,North West,Mobile App,2023-10-12,2023-10-14,2,6254.37,2,1,True,Approved,0
CLM503973,PH100730,Life,Death Benefit,North East,Branch,2023-12-20,2024-01-13,24,53433.82,0,3,False,Pending,0
CLM503974,PH101240,Commercial,Business Interruption,Scotland,Broker,2023-09-23,2023-10-18,25,54441.59,2,0,True,Approved,0
CLM503975,PH100835,Home,Storm,North East,Online,2024-07-25,2024-07-25,0,9890.59,4,3,True,Approved,0
CLM503976,PH100646,Commercial,Property Damage,  SOUTH WEST ,Online,2024-07-21,2024-08-08,18,20693.72,4,0,True,Rejected,0
CLM503977,PH100485,Home,Burglary,London,Mobile App,2023-09-09,2023-10-06,27,17799.48,1,0,True,Under Review,0
CLM503978,PH100993,Travel,Lost Luggage,North West,Branch,2024-04-01,2024-04-10,9,2163.0,1,3,False,Approved,0
CLM503979,PH100036,Commercial,Liability,Yorkshire,Call Center,2023-10-24,2023-10-28,4,16652.8,1,2,False,Approved,0
CLM503980,PH100307,Commercial,Property Damage,South East,Call Center,2023-04-07,2023-05-06,29,20552.32,3,2,False,Approved,0
CLM503981,PH101461,Travel,Delay,Scotland,Branch,2024-03-24,2024-04-03,10,642.7,4,2,True,Pending,0
CLM503982,PH100561,Life,Critical Illness,South East,Call Center,2024-03-11,2024-03-12,1,,2,1,True,Approved,0
CLM503983,PH100009,Travel,Lost Luggage,Yorkshire,Online,2024-01-18,2024-02-12,25,586.22,2,2,False,Pending,0
CLM503984,PH100194,Life,Critical Illness,North East,Mobile App,2023-09-10,2023-09-22,12,29554.08,0,1,False,Rejected,0
CLM503985,PH100274,Commercial,Property Damage,North West,Broker,2023-05-18,2023-06-09,22,38700.21,5,3,True,Rejected,0
CLM503986,PH100988,Travel,Delay,Wales,Online,2023-08-20,2023-09-05,16,590.1,7,3,True,Under Review,0
CLM503987,PH101300,Home,Storm,North West,Broker,2024-05-15,2024-06-07,23,8124.83,0,2,True,Under Review,0
CLM503988,PH101322,Life,Death Benefit,Wales,Call Center,2023-05-15,2023-05-31,16,18681.96,6,2,False,Pending,0
CLM503989,PH101021,Auto,Third Party,  LONDON ,Broker,2023-09-25,2023-10-08,13,5105.88,0,1,True,Approved,0
CLM503990,PH100340,Travel,Lost Luggage,Midlands,Mobile App,2023-04-19,2023-05-13,24,3036.4,5,1,False,Approved,0
CLM503991,PH100949,Commercial,Liability,South East,Mobile App,2024-08-29,2024-09-02,4,8284.88,1,0,True,Approved,0
CLM503992,PH100791,Life,Critical Illness,South East,Call Center,2024-10-01,2024-10-03,2,90303.48,7,2,False,Pending,1
CLM503993,PH100714,Auto,Fire,North East,Mobile App,2023-09-21,2023-10-17,26,1912.0,1,2,True,Under Review,0
CLM503994,PH101336,Home,Fire,North East,Mobile App,2024-01-12,2024-01-21,9,6896.54,1,3,True,Approved,0
CLM503995,PH101049,Auto,Theft,Wales,Call Center,2024-11-27,2024-12-11,14,,4,3,False,Approved,0
CLM503996,PH100113,Auto,Third Party,Northern Ireland,Mobile App,2023-09-26,2023-09-26,0,11028.16,0,2,True,Under Review,0
CLM503997,PH101131,Travel,Medical,Northern Ireland,Mobile App,2024-06-09,2024-06-20,11,739.09,2,2,True,Approved,0
CLM503998,PH101160,Auto,Third Party,Wales,Branch,2023-02-18,2023-03-06,16,3630.33,4,3,True,Approved,0
CLM503999,PH100389,Commercial,Business Interruption,South West,Call Center,2024-04-06,2024-05-01,25,5954.39,1,3,True,Approved,0
CLM504000,PH101088,Travel,Cancellation,Northern Ireland,Online,2023-09-30,2023-10-03,3,1191.83,3,3,True,Under Review,0
CLM504001,PH100775,Auto,Collision,South East,Broker,2023-09-13,2023-09-29,16,10866.35,6,1,False,Rejected,0
CLM504002,PH100581,Home,Accidental Damage,North East,Mobile App,2024-01-18,2024-02-09,22,14601.74,7,3,False,Approved,0
CLM504003,PH100719,Home,Burglary,North West,Call Center,2024-07-27,2024-08-06,10,2240.37,7,2,False,Approved,0
CLM504004,PH100827,Commercial,Property Damage,Midlands,Branch,2023-07-03,2023-07-03,0,5674.66,3,3,False,Approved,0
CLM504005,PH100395,Home,Burglary,North East,Online,2024-07-24,2024-08-17,24,5181.41,6,0,True,Approved,0
CLM504006,PH100542,Health,Hospitalisation,London,Mobile App,2024-12-01,2024-12-28,27,4352.94,5,3,True,Rejected,0
CLM504007,PH100355,Travel,Lost Luggage,Wales,Branch,2023-05-20,2023-06-08,19,2699.88,6,2,True,Pending,0
CLM504008,PH100984,Life,Critical Illness,Yorkshire,Online,2024-03-09,2024-04-07,29,36728.29,1,3,True,Pending,0
CLM504009,PH100162,Travel,Lost Luggage,South East,Mobile App,2024-09-21,2024-09-25,4,1185.63,7,1,True,Approved,0
CLM504010,PH101472,Auto,Windscreen,Wales,Mobile App,2023-03-08,2023-04-06,29,5668.17,5,0,True,Under Review,0
CLM504011,PH100834,Auto,Windscreen,South East,Broker,2024-05-09,2024-05-27,18,4180.74,4,3,True,Approved,0
CLM504012,PH101402,Health,Hospitalisation,Scotland,Broker,2024-12-03,2024-12-19,16,2251.96,5,1,True,Rejected,0
CLM504013,PH100620,Auto,Collision,Northern Ireland,Mobile App,2024-09-12,2024-09-29,17,11161.17,6,0,True,Under Review,0
CLM504014,PH100323,Life,Critical Illness,South West,Broker,2024-03-25,2024-04-02,8,38695.87,4,2,True,Approved,0
CLM504015,PH100223,Health,Hospitalisation,North East,Mobile App,2023-04-25,2023-05-12,17,2208.46,3,3,True,Under Review,0
CLM504016,PH101394,Commercial,Liability,Midlands,Branch,2023-05-18,2023-06-05,18,25922.75,3,1,True,Approved,0
CLM504017,PH101273,Life,Critical Illness,Scotland,Mobile App,2024-10-15,2024-10-30,15,133148.01,6,1,True,Approved,0
CLM504018,PH100027,Auto,Fire,North East,Broker,2023-04-02,2023-04-02,0,8907.7,0,0,False,Approved,0
CLM504019,PH101240,Health,Outpatient,Scotland,Branch,2024-07-24,2024-07-30,6,7033.48,1,2,True,Approved,0
CLM504020,PH101478,Commercial,Liability,Yorkshire,Branch,2024-12-21,2025-01-13,23,43107.94,5,1,False,Approved,0
CLM504021,PH100639,Commercial,Property Damage,South West,Branch,2023-07-08,2023-07-12,4,45634.37,5,1,True,Approved,0
CLM504022,PH100859,Home,Storm,Wales,Call Center,2023-01-17,2023-02-01,15,5604.85,1,3,True,Approved,0
CLM504023,PH100919,Home,Burglary,South West,Mobile App,2024-02-26,2024-03-18,21,5043.13,1,1,True,Approved,0
CLM504024,PH100113,Auto,Fire,Northern Ireland,Call Center,2023-07-04,2023-07-27,23,6775.85,6,1,False,Approved,0
CLM504025,PH101233,Life,Death Benefit,North West,Broker,2024-03-11,2024-03-29,18,59976.4,2,0,True,Rejected,0
CLM504026,PH101136,Commercial,Property Damage,Northern Ireland,Mobile App,2023-04-11,2023-04-12,1,29286.76,7,2,False,Under Review,0
CLM504027,PH100939,Commercial,Business Interruption,Midlands,Broker,2023-05-05,2023-05-09,4,7793.34,1,0,True,Pending,0
CLM504028,PH101322,Commercial,Business Interruption,Wales,Online,2023-10-16,2023-10-21,5,5902.67,5,3,True,Approved,0
CLM504029,PH101373,Health,Dental,Yorkshire,Mobile App,2024-12-01,2024-12-11,10,1419.75,2,3,True,Under Review,0
CLM504030,PH100260,Life,Critical Illness,Wales,Call Center,2024-07-19,2024-08-17,29,1094.81,5,0,True,Approved,0
CLM504031,PH100033,Home,Storm,South East,Branch,2024-01-06,2024-01-24,18,5632.35,5,0,False,Approved,0
CLM504032,PH101189,Home,Storm,Northern Ireland,Call Center,2023-05-20,2023-06-17,28,7918.91,5,1,True,Approved,0
CLM504033,PH100651,Commercial,Liability,London,Branch,2024-06-26,2024-07-24,28,4376.42,4,0,True,Pending,0
CLM504034,PH100131,Life,Critical Illness,Wales,Branch,2024-02-12,2024-03-06,23,37839.95,6,0,False,Approved,0
CLM504035,PH101440,Health,Outpatient,Scotland,Mobile App,2024-10-06,2024-11-01,26,1443.8,3,1,True,Approved,0
CLM504036,PH100867,Life,Critical Illness,Yorkshire,Broker,2024-09-02,2024-09-17,15,35157.27,4,3,True,Rejected,0
CLM504037,PH100174,Home,Flood,Northern Ireland,Broker,2023-05-19,2023-05-24,5,7497.49,1,0,False,Under Review,0
CLM504038,PH101425,Commercial,Liability,Yorkshire,Branch,2024-08-06,2024-08-06,0,14851.92,7,0,False,Approved,0
CLM504039,PH100176,Travel,Medical,South West,Online,2023-08-23,2023-09-10,18,155.74,2,3,True,Approved,0
CLM504040,PH101165,Commercial,Property Damage,South West,Online,2024-03-20,2024-03-25,5,30052.24,1,3,True,Approved,0
CLM504041,PH100110,Auto,Third Party,Midlands,Broker,2023-08-09,2023-09-01,23,2333.61,6,0,True,Pending,0
CLM504042,PH101300,Travel,Lost Luggage,North West,Online,2024-10-05,2024-10-08,3,2192.99,2,3,True,Approved,0
CLM504043,PH100745,Home,Accidental Damage,Northern Ireland,Mobile App,2023-12-26,2024-01-04,9,22925.46,2,2,True,Approved,0
CLM504044,PH101214,Home,Flood,South West,Broker,2023-09-14,2023-10-06,22,3870.2,7,1,False,Approved,0
CLM504045,PH101244,Auto,Collision,Scotland,Call Center,2023-12-19,2023-12-20,1,1965.24,3,1,True,Approved,0
CLM504046,PH100265,Auto,Third Party,South West,Branch,2023-01-19,2023-02-12,24,6494.9,3,2,True,Approved,0
CLM504047,PH100577,Travel,Lost Luggage,Yorkshire,Online,2023-04-01,2023-04-02,1,982.7,3,1,True,Approved,0
CLM504048,PH100233,Commercial,Liability,London,Online,2024-05-20,2024-05-27,7,14550.62,0,0,False,Under Review,0
CLM504049,PH100475,Commercial,Liability,North West,Mobile App,2024-06-26,2024-07-20,24,24118.73,4,0,True,Approved,0
CLM504050,PH100637,Auto,Third Party,Wales,Call Center,2023-05-12,2023-05-17,5,1164.38,4,2,True,Pending,0
CLM504051,PH101138,Life,Death Benefit,Yorkshire,Broker,2023-08-15,2023-08-27,12,78844.51,6,1,True,Approved,0
CLM504052,PH100567,Life,Death Benefit,South East,Mobile App,2023-09-15,2023-10-09,24,141380.13,3,1,True,Approved,0
CLM504053,PH100051,Commercial,Liability,South East,Online,2024-07-24,2024-08-05,12,13526.82,3,0,True,Approved,0
CLM504054,PH100827,Commercial,Liability,Midlands,Online,2023-08-26,2023-09-21,26,12230.22,1,2,True,Approved,0
CLM504055,PH101170,Home,Burglary,Scotland,Online,2023-02-14,2023-03-03,17,19696.99,7,1,True,Pending,0
CLM504056,PH100898,Travel,Delay,Scotland,Call Center,2024-06-17,2024-07-14,27,2485.47,5,2,True,Approved,0
CLM504057,PH100584,Life,Death Benefit,North East,Broker,2024-12-05,2024-12-31,26,24691.81,7,1,True,Approved,0
CLM504058,PH100051,Life,Critical Illness,South East,Online,2023-06-06,2023-06-14,8,62285.44,2,1,True,Under Review,0
CLM504059,PH100979,Auto,Third Party,South East,Broker,2024-10-12,2024-11-10,29,822.1,4,1,True,Rejected,0
CLM504060,PH100847,Auto,Theft,Scotland,Broker,2023-07-12,2023-07-30,18,1629.7,4,1,True,Approved,0
CLM504061,PH100571,Health,Hospitalisation,Yorkshire,Online,2024-08-12,2024-08-18,6,1045.38,1,1,False,Approved,0
CLM504062,PH100743,Home,Burglary,Wales,Online,2024-12-14,2024-12-30,16,7406.47,3,1,True,Pending,0
CLM504063,PH100354,Auto,Fire,Northern Ireland,Branch,2024-09-09,2024-09-19,10,6794.76,0,2,False,Under Review,0
CLM504064,PH101231,Health,Dental,Northern Ireland,Mobile App,2024-08-18,2024-08-26,8,2666.54,4,3,False,Pending,0
CLM504065,PH101161,Home,Burglary,Scotland,Online,2024-08-26,2024-08-28,2,4967.42,2,3,False,Pending,0
CLM504066,PH100789,Auto,Collision,Scotland,Mobile App,2023-02-22,2023-02-26,4,2609.53,1,3,True,Approved,0
CLM504067,PH100831,Commercial,Business Interruption,North West,Call Center,2024-07-18,2024-07-22,4,31210.06,0,3,True,Pending,0
CLM504068,PH100789,Commercial,Business Interruption,Scotland,Call Center,2023-05-04,2023-05-06,2,8803.5,0,3,True,Rejected,0
CLM504069,PH100510,Commercial,Property Damage,Northern Ireland,Branch,2024-12-26,2025-01-15,20,15023.29,3,0,True,Pending,0
CLM504070,PH101188,Auto,Theft,London,Online,2024-06-14,2024-07-04,20,853.82,3,2,True,Approved,0
CLM504071,PH100998,Travel,Delay,North East,Branch,2023-10-16,2023-10-24,8,737.85,4,0,False,Approved,0
CLM504072,PH100060,Life,Critical Illness,North West,Branch,2023-02-25,2023-03-09,12,104182.18,3,3,True,Approved,0
CLM504073,PH101034,Auto,Collision,Wales,Branch,2024-07-28,2024-08-17,20,2731.49,1,3,True,Rejected,0
CLM504074,PH101013,Auto,Windscreen,Wales,Branch,2024-05-09,2024-05-13,4,10510.49,7,2,True,Approved,0
CLM504075,PH100972,Health,Outpatient,South East,Mobile App,2024-04-04,2024-04-24,20,2730.26,4,3,True,Pending,0
CLM504076,PH101279,Life,Critical Illness,Yorkshire,Call Center,2023-07-20,2023-07-21,1,36889.44,7,3,False,Approved,0
CLM504077,PH100027,Life,Critical Illness,North East,Online,2023-07-29,2023-08-27,29,55789.86,5,0,False,Approved,0
CLM504078,PH101266,Home,Flood,Scotland,Branch,2023-11-01,2023-11-01,0,9044.23,4,0,True,Approved,0
CLM504079,PH100455,Travel,Lost Luggage,Yorkshire,Mobile App,2024-08-22,2024-08-27,5,,5,1,False,Rejected,0
CLM504080,PH100657,Travel,Delay,Northern Ireland,Online,2023-09-15,2023-09-15,0,976.4,7,2,False,Rejected,1
CLM504081,PH100557,Travel,Cancellation,Scotland,Mobile App,2023-03-07,2023-03-10,3,976.11,3,2,True,Approved,0
CLM504082,PH100205,Travel,Lost Luggage,South West,Broker,2024-02-08,2024-02-22,14,560.25,0,0,False,Approved,0
CLM504083,PH100506,Life,Death Benefit,Yorkshire,Online,2024-12-10,2024-12-16,6,17846.12,1,1,True,Pending,0
